eventID,occurrenceID,scientificName,scientificNameID,vernacularName,occurrenceStatus,parentNameUsageID,taxonomicStatus,scientificNameAuthorship,kingdom,phylum,class,order,family,genus,taxonRank,associatedTaxa,associatedOccurrences,basisOfRecord
IYS:GoA2019_Stn49:trawl,IYS:GoA2019_Stn49:trawl:M0237:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn49:trawl:M0237,PreservedSpecimen
IYS:GoA2019_Stn49:trawl,IYS:GoA2019_Stn49:trawl:M0237:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn49:trawl:M0237,PreservedSpecimen
IYS:GoA2019_Stn49:trawl,IYS:GoA2019_Stn49:trawl:M0237:p:ic_hof,Ichthyophonus hoferi,urn:lsid:marinespecies.org:taxname:1476517,NA,present,1476516,accepted,"Plehn & Mulsow, 1911",Protozoa,Choanozoa,Ichthyosporea,Eccrinida,Ichthyophonidae,Ichthyophonus,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn49:trawl:M0237,PreservedSpecimen
IYS:GoA2019_Stn49:trawl,IYS:GoA2019_Stn49:trawl:M0237:p:IcD,Ichthyobodo ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn49:trawl:M0237,PreservedSpecimen
IYS:GoA2019_Stn49:trawl,IYS:GoA2019_Stn49:trawl:M0237:p:lo_sal,Loma ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn49:trawl:M0237,PreservedSpecimen
IYS:GoA2019_Stn49:trawl,IYS:GoA2019_Stn49:trawl:M0237:p:pa_pse,Parvicapsula pseudobranchicola,urn:lsid:marinespecies.org:taxname:465144,NA,present,120270,accepted,"Karlsbakk, Saether, Hostlund, Fjellsoy & Nylund, 2002",Animalia,Cnidaria,Myxozoa,Bivalvulida,Parvicapsulidae,Parvicapsula,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn49:trawl:M0237,PreservedSpecimen
IYS:GoA2019_Stn49:trawl,IYS:GoA2019_Stn49:trawl:M0238,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,Coho salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn49:trawl,IYS:GoA2019_Stn49:trawl:M0238:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn49:trawl:M0238,PreservedSpecimen
IYS:GoA2019_Stn49:trawl,IYS:GoA2019_Stn49:trawl:M0238:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn49:trawl:M0238,PreservedSpecimen
IYS:GoA2019_Stn49:trawl,IYS:GoA2019_Stn49:trawl:M0238:p:ic_hof,Ichthyophonus hoferi,urn:lsid:marinespecies.org:taxname:1476517,NA,present,1476516,accepted,"Plehn & Mulsow, 1911",Protozoa,Choanozoa,Ichthyosporea,Eccrinida,Ichthyophonidae,Ichthyophonus,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn49:trawl:M0238,PreservedSpecimen
IYS:GoA2019_Stn49:trawl,IYS:GoA2019_Stn49:trawl:M0238:p:lo_sal,Loma ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn49:trawl:M0238,PreservedSpecimen
IYS:GoA2019_Stn49:trawl,IYS:GoA2019_Stn49:trawl:M0239,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,Sockeye salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn49:trawl,IYS:GoA2019_Stn49:trawl:M0239:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Sockeye salmon"" ",Pathogen found on: IYS:GoA2019_Stn49:trawl:M0239,PreservedSpecimen
IYS:GoA2019_Stn49:trawl,IYS:GoA2019_Stn49:trawl:M0239:p:lo_sal,Loma ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Sockeye salmon"" ",Pathogen found on: IYS:GoA2019_Stn49:trawl:M0239,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0011,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,Coho salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0011:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0011,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0011:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0011,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0011:p:ic_hof,Ichthyophonus hoferi,urn:lsid:marinespecies.org:taxname:1476517,NA,present,1476516,accepted,"Plehn & Mulsow, 1911",Protozoa,Choanozoa,Ichthyosporea,Eccrinida,Ichthyophonidae,Ichthyophonus,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0011,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0012,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,Coho salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0012:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0012,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0012:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0012,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0012:p:ic_hof,Ichthyophonus hoferi,urn:lsid:marinespecies.org:taxname:1476517,NA,present,1476516,accepted,"Plehn & Mulsow, 1911",Protozoa,Choanozoa,Ichthyosporea,Eccrinida,Ichthyophonidae,Ichthyophonus,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0012,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0012:p:lo_sal,Loma ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0012,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0012:p:Salmovirus,SalmovirusWFRC1,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0012,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0013,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,Coho salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0013:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0013,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0013:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0013,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0013:p:lo_sal,Loma ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0013,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0014,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,Coho salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0014:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0014,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0014:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0014,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0014:p:ver,Betanodavirus,urn:lsid:marinespecies.org:taxname:600389,NA,present,600103,accepted,NA,Viruses,NA,NA,NA,Nodaviridae,Betanodavirus,Genus,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0014,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0015,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,Coho salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0015:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0015,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0015:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0015,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0015:p:ic_hof,Ichthyophonus hoferi,urn:lsid:marinespecies.org:taxname:1476517,NA,present,1476516,accepted,"Plehn & Mulsow, 1911",Protozoa,Choanozoa,Ichthyosporea,Eccrinida,Ichthyophonidae,Ichthyophonus,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0015,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0015:p:ver,Betanodavirus,urn:lsid:marinespecies.org:taxname:600389,NA,present,600103,accepted,NA,Viruses,NA,NA,NA,Nodaviridae,Betanodavirus,Genus,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0015,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0016,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,Coho salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0016:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0016,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0016:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0016,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0017,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0017:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0017,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0017:p:ce_sha,Ceratonova shasta,urn:lsid:marinespecies.org:taxname:990442,NA,present,990421,accepted,"(Noble, 1950)",Animalia,Cnidaria,Myxozoa,Bivalvulida,Ceratomyxidae,Ceratonova,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0017,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0017:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0017,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0018,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0018:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0018,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0018:p:ic_hof,Ichthyophonus hoferi,urn:lsid:marinespecies.org:taxname:1476517,NA,present,1476516,accepted,"Plehn & Mulsow, 1911",Protozoa,Choanozoa,Ichthyosporea,Eccrinida,Ichthyophonidae,Ichthyophonus,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0018,PreservedSpecimen
IYS:GoA2019_Stn5:trawl,IYS:GoA2019_Stn5:trawl:M0018:p:lo_sal,Loma ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn5:trawl:M0018,PreservedSpecimen
IYS:GoA2019_Stn51:trawl,IYS:GoA2019_Stn51:trawl:M0240,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,Coho salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn51:trawl,IYS:GoA2019_Stn51:trawl:M0240:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn51:trawl:M0240,PreservedSpecimen
IYS:GoA2019_Stn51:trawl,IYS:GoA2019_Stn51:trawl:M0240:p:ce_sha,Ceratonova shasta,urn:lsid:marinespecies.org:taxname:990442,NA,present,990421,accepted,"(Noble, 1950)",Animalia,Cnidaria,Myxozoa,Bivalvulida,Ceratomyxidae,Ceratonova,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn51:trawl:M0240,PreservedSpecimen
IYS:GoA2019_Stn51:trawl,IYS:GoA2019_Stn51:trawl:M0240:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn51:trawl:M0240,PreservedSpecimen
IYS:GoA2019_Stn51:trawl,IYS:GoA2019_Stn51:trawl:M0240:p:ic_hof,Ichthyophonus hoferi,urn:lsid:marinespecies.org:taxname:1476517,NA,present,1476516,accepted,"Plehn & Mulsow, 1911",Protozoa,Choanozoa,Ichthyosporea,Eccrinida,Ichthyophonidae,Ichthyophonus,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn51:trawl:M0240,PreservedSpecimen
IYS:GoA2019_Stn51:trawl,IYS:GoA2019_Stn51:trawl:M0240:p:pa_min,Parvicapsula minibicornis,urn:lsid:marinespecies.org:taxname:465143,NA,present,120270,accepted,"Kent, Whitaker & Dawe, 1997",Animalia,Cnidaria,Myxozoa,Bivalvulida,Parvicapsulidae,Parvicapsula,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn51:trawl:M0240,PreservedSpecimen
IYS:GoA2019_Stn51:trawl,IYS:GoA2019_Stn51:trawl:M0240:p:sp_des,Sphaerothecum destruens,urn:lsid:marinespecies.org:taxname:1476539,NA,present,1476538,accepted,"Arkush, Mendoza, Adkison & Hedrick, 2003",Protozoa,Choanozoa,Ichthyosporea,NA,NA,Sphaerothecum,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn51:trawl:M0240,PreservedSpecimen
IYS:GoA2019_Stn51:trawl,IYS:GoA2019_Stn51:trawl:M0241,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,Coho salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn51:trawl,IYS:GoA2019_Stn51:trawl:M0241:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn51:trawl:M0241,PreservedSpecimen
IYS:GoA2019_Stn51:trawl,IYS:GoA2019_Stn51:trawl:M0241:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn51:trawl:M0241,PreservedSpecimen
IYS:GoA2019_Stn52:trawl,IYS:GoA2019_Stn52:trawl:M0242,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,Sockeye salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn52:trawl,IYS:GoA2019_Stn52:trawl:M0242:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Sockeye salmon"" ",Pathogen found on: IYS:GoA2019_Stn52:trawl:M0242,PreservedSpecimen
IYS:GoA2019_Stn52:trawl,IYS:GoA2019_Stn52:trawl:M0242:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Sockeye salmon"" ",Pathogen found on: IYS:GoA2019_Stn52:trawl:M0242,PreservedSpecimen
IYS:GoA2019_Stn52:trawl,IYS:GoA2019_Stn52:trawl:M0242:p:ic_hof,Ichthyophonus hoferi,urn:lsid:marinespecies.org:taxname:1476517,NA,present,1476516,accepted,"Plehn & Mulsow, 1911",Protozoa,Choanozoa,Ichthyosporea,Eccrinida,Ichthyophonidae,Ichthyophonus,Species,"""Pathogen found on"" : ""Sockeye salmon"" ",Pathogen found on: IYS:GoA2019_Stn52:trawl:M0242,PreservedSpecimen
IYS:GoA2019_Stn52:trawl,IYS:GoA2019_Stn52:trawl:M0243,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,Sockeye salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn52:trawl,IYS:GoA2019_Stn52:trawl:M0243:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Sockeye salmon"" ",Pathogen found on: IYS:GoA2019_Stn52:trawl:M0243,PreservedSpecimen
IYS:GoA2019_Stn52:trawl,IYS:GoA2019_Stn52:trawl:M0243:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Sockeye salmon"" ",Pathogen found on: IYS:GoA2019_Stn52:trawl:M0243,PreservedSpecimen
IYS:GoA2019_Stn52:trawl,IYS:GoA2019_Stn52:trawl:M0243:p:ic_hof,Ichthyophonus hoferi,urn:lsid:marinespecies.org:taxname:1476517,NA,present,1476516,accepted,"Plehn & Mulsow, 1911",Protozoa,Choanozoa,Ichthyosporea,Eccrinida,Ichthyophonidae,Ichthyophonus,Species,"""Pathogen found on"" : ""Sockeye salmon"" ",Pathogen found on: IYS:GoA2019_Stn52:trawl:M0243,PreservedSpecimen
IYS:GoA2019_Stn52:trawl,IYS:GoA2019_Stn52:trawl:M0244,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,Sockeye salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn52:trawl,IYS:GoA2019_Stn52:trawl:M0244:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Sockeye salmon"" ",Pathogen found on: IYS:GoA2019_Stn52:trawl:M0244,PreservedSpecimen
IYS:GoA2019_Stn52:trawl,IYS:GoA2019_Stn52:trawl:M0244:p:ic_hof,Ichthyophonus hoferi,urn:lsid:marinespecies.org:taxname:1476517,NA,present,1476516,accepted,"Plehn & Mulsow, 1911",Protozoa,Choanozoa,Ichthyosporea,Eccrinida,Ichthyophonidae,Ichthyophonus,Species,"""Pathogen found on"" : ""Sockeye salmon"" ",Pathogen found on: IYS:GoA2019_Stn52:trawl:M0244,PreservedSpecimen
IYS:GoA2019_Stn52:trawl,IYS:GoA2019_Stn52:trawl:M0245,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,Coho salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn52:trawl,IYS:GoA2019_Stn52:trawl:M0245:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn52:trawl:M0245,PreservedSpecimen
IYS:GoA2019_Stn52:trawl,IYS:GoA2019_Stn52:trawl:M0245:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn52:trawl:M0245,PreservedSpecimen
