cruise,station,gear,net,sample_depth,start_latitude,start_longitude,end_latitude,end_longitude,date,start_time,depth,sample_id,universal_id_ftn,sample_type,group,scientificName,organismQuantity,size_fraction,length_mm,length_type,weight_mg,tissue,stage,preservation,sub_sample,notes,cast,eventID,occurrenceID,occurrenceStatus,organismQuantityType,scientificNameID
GoA2019,GoA2019_Stn31,Bongo,2,250,49.666666666666664,-146,"NA","NA",2019-03-03T00:00:00Z,1899-12-31T20:50:00Z,4500,SS81_8,"NA",FA/ISO,Zooplankton,T spinifera,1,4.0,13,Size fraction,NA,whole,"NA",Freeze: -20,NA,"sagitta 29mm; E pacifica (14, 15, 16, 17, 18 - n = 5); T spinifera (12, 13mm)",GoA2019_Stn31:bongo:Net2,GoA2019_Stn31:bongo:Net2:SS81,IYS_GoA2019_zocc170,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn32,Bongo,2,250,48.666666666666664,-146,"NA","NA",2019-03-04T00:00:00Z,1899-12-31T05:35:00Z,4500,SS82,"NA",Isotope,Zooplankton,Crab zoea,6,4.0,10.0,total,5.6,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn32:bongo:Net2,GoA2019_Stn32:bongo:Net2:SS82,IYS_GoA2019_zocc171,present,individuals,urn:lsid:marinespecies.org:taxname:1130
GoA2019,GoA2019_Stn32,Bongo,2,250,48.666666666666664,-146,"NA","NA",2019-03-04T00:00:00Z,1899-12-31T05:35:00Z,4500,Z372,"NA",Isotope,Chaetognath,Chaetognath (Sagitta),1.0,4.0,40-55,total,11.9,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn32:bongo:Net2,GoA2019_Stn32:bongo:Net2:Z372,IYS_GoA2019_zocc172,present,individuals,urn:lsid:marinespecies.org:taxname:5949
GoA2019,GoA2019_Stn32,Bongo,2,250,48.666666666666664,-146,"NA","NA",2019-03-04T00:00:00Z,1899-12-31T05:35:00Z,4500,Z373,"NA",Isotope,Tunicate,Salpa aspera,1,4.0,65.0,total,41.6,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn32:bongo:Net2,GoA2019_Stn32:bongo:Net2:Z373,IYS_GoA2019_zocc173,present,individuals,urn:lsid:marinespecies.org:taxname:137270
GoA2019,GoA2019_Stn33,Bongo,1,250,48.666666666666664,-144.5,"NA","NA",2019-03-04T00:00:00Z,1899-12-31T13:45:00Z,4000,Petri dish_18,"NA",Biology,Tunicate,Salpa aspera,1,"NA",34.0,OA,TBD,whole,1to2,Freeze: -20,NA,Taken from Net 1,GoA2019_Stn33:bongo:Net1,GoA2019_Stn33:bongo:Net1:Petri dish,IYS_GoA2019_zocc174,present,individuals,urn:lsid:marinespecies.org:taxname:137270
GoA2019,GoA2019_Stn33,Bongo,1,250,48.666666666666664,-144.5,"NA","NA",2019-03-04T00:00:00Z,1899-12-31T13:45:00Z,4000,Petri dish_19,"NA",Biology,Tunicate,Salpa aspera,1,"NA",18.0,OA,TBD,whole,1to2,Freeze: -20,NA,Taken from Net 1,GoA2019_Stn33:bongo:Net1,GoA2019_Stn33:bongo:Net1:Petri dish,IYS_GoA2019_zocc175,present,individuals,urn:lsid:marinespecies.org:taxname:137270
GoA2019,GoA2019_Stn33,Bongo,1,250,48.666666666666664,-144.5,"NA","NA",2019-03-04T00:00:00Z,1899-12-31T13:45:00Z,4000,Petri dish_20,"NA",Biology,Tunicate,Salpa aspera,1,"NA",18.0,OA,TBD,whole,1to2,Freeze: -20,NA,Taken from Net 1,GoA2019_Stn33:bongo:Net1,GoA2019_Stn33:bongo:Net1:Petri dish,IYS_GoA2019_zocc176,present,individuals,urn:lsid:marinespecies.org:taxname:137270
GoA2019,GoA2019_Stn33,Bongo,1,250,48.666666666666664,-144.5,"NA","NA",2019-03-04T00:00:00Z,1899-12-31T13:45:00Z,4000,Petri dish_21,"NA",Biology,Tunicate,Salpa aspera,1,"NA",18.0,OA,TBD,whole,1to2,Freeze: -20,NA,Taken from Net 1,GoA2019_Stn33:bongo:Net1,GoA2019_Stn33:bongo:Net1:Petri dish,IYS_GoA2019_zocc177,present,individuals,urn:lsid:marinespecies.org:taxname:137270
GoA2019,GoA2019_Stn33,Bongo,1,250,48.666666666666664,-144.5,"NA","NA",2019-03-04T00:00:00Z,1899-12-31T13:45:00Z,4000,Petri dish_22,"NA",Biology,Tunicate,Salpa aspera,1,"NA",17.0,OA,TBD,whole,1to2,Freeze: -20,NA,Taken from Net 1,GoA2019_Stn33:bongo:Net1,GoA2019_Stn33:bongo:Net1:Petri dish,IYS_GoA2019_zocc178,present,individuals,urn:lsid:marinespecies.org:taxname:137270
GoA2019,GoA2019_Stn33,Bongo,2,250,48.666666666666664,-144.5,"NA","NA",2019-03-04T00:00:00Z,1899-12-31T13:45:00Z,4000,Petri dish_17,"NA",Biology,Tunicate,Salpa aspera,1,4.0,67.0,OA,TBD,whole,2.0,Freeze: -20,NA,One large salp taken from 4000 micron fraciton of Net 2; 1 colonial salp observed at surface,GoA2019_Stn33:bongo:Net2,GoA2019_Stn33:bongo:Net2:Petri dish,IYS_GoA2019_zocc179,present,individuals,urn:lsid:marinespecies.org:taxname:137270
GoA2019,GoA2019_Stn35,Bongo,2,250,50.667833333333334,-144.50666666666666,"NA","NA",2019-03-05T00:00:00Z,1899-12-31T06:17:00Z,4170,22023.0,"NA",lipid,Copepod,Neocalanus cristatus,4,2.0,6.0,total,TBD,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn35:bongo:Net2,GoA2019_Stn35:bongo:Net2:22023.0,IYS_GoA2019_zocc180,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn35,Bongo,2,250,50.667833333333334,-144.50666666666666,"NA","NA",2019-03-05T00:00:00Z,1899-12-31T06:17:00Z,4170,SS83,"NA",Isotope,Euphausiid,Euphausia pacifica,1,4.0,16.0,total,5.5,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn35:bongo:Net2,GoA2019_Stn35:bongo:Net2:SS83,IYS_GoA2019_zocc181,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn35,Bongo,2,250,50.667833333333334,-144.50666666666666,"NA","NA",2019-03-05T00:00:00Z,1899-12-31T06:17:00Z,4170,SS84,"NA",Isotope,Euphausiid,Euphausia pacifica,2,4.0,17.0,total,13.6,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn35:bongo:Net2,GoA2019_Stn35:bongo:Net2:SS84,IYS_GoA2019_zocc182,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn35,Bongo,2,250,50.667833333333334,-144.50666666666666,"NA","NA",2019-03-05T00:00:00Z,1899-12-31T06:17:00Z,4170,SS85,"NA",Isotope,Euphausiid,Euphausia pacifica,1,4.0,15.0,total,3.0,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn35:bongo:Net2,GoA2019_Stn35:bongo:Net2:SS85,IYS_GoA2019_zocc183,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn35,Bongo,2,250,50.667833333333334,-144.50666666666666,"NA","NA",2019-03-05T00:00:00Z,1899-12-31T06:17:00Z,4170,SS86,"NA",Isotope,Euphausiid,Thysanoessa spinifera,1,4.0,15.0,total,5.7,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn35:bongo:Net2,GoA2019_Stn35:bongo:Net2:SS86,IYS_GoA2019_zocc184,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn35,Bongo,2,250,50.667833333333334,-144.50666666666666,"NA","NA",2019-03-05T00:00:00Z,1899-12-31T06:17:00Z,4170,SS87,"NA",Isotope,Fish,Microstomus pacificus,1,4.0,22.0,total,15.7,whole,"NA",Freeze: -20,NA,Lepidopsetta spp.,GoA2019_Stn35:bongo:Net2,GoA2019_Stn35:bongo:Net2:SS87,IYS_GoA2019_zocc185,present,individuals,urn:lsid:marinespecies.org:taxname:274294
GoA2019,GoA2019_Stn35,Bongo,2,250,50.667833333333334,-144.50666666666666,"NA","NA",2019-03-05T00:00:00Z,1899-12-31T06:17:00Z,4170,SS88,"NA",Isotope,Copepod,Neocalanus cristatus,3,2.0,6.0,total,3.8,whole,"NA",Freeze: -20,NA,From 2000 micron fraction,GoA2019_Stn35:bongo:Net2,GoA2019_Stn35:bongo:Net2:SS88,IYS_GoA2019_zocc186,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn35,Bongo,2,250,50.667833333333334,-144.50666666666666,"NA","NA",2019-03-05T00:00:00Z,1899-12-31T06:17:00Z,4170,SS89,"NA",Isotope,Copepod,Neocalanus cristatus,3,2.0,6.0,total,4.8,whole,"NA",Freeze: -20,NA,From 2000 micron fraction,GoA2019_Stn35:bongo:Net2,GoA2019_Stn35:bongo:Net2:SS89,IYS_GoA2019_zocc187,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn35,Bongo,2,250,50.667833333333334,-144.50666666666666,"NA","NA",2019-03-05T00:00:00Z,1899-12-31T06:17:00Z,4170,SS90,"NA",Isotope,Copepod,Neocalanus cristatus,3,2.0,6.0,total,4.3,whole,"NA",Freeze: -20,NA,From 2000 micron fraction,GoA2019_Stn35:bongo:Net2,GoA2019_Stn35:bongo:Net2:SS90,IYS_GoA2019_zocc188,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn37,Bongo,2,250,52.666666666666664,-144.5,"NA","NA",2019-03-05T00:00:00Z,1899-12-31T22:15:00Z,4000,SS91,"NA",Isotope,Copepod,Neocalanus cristatus,3,2.0,6.0,total,3.4,whole,"NA",Freeze: -20,NA,from 2000micron size fraction,GoA2019_Stn37:bongo:Net2,GoA2019_Stn37:bongo:Net2:SS91,IYS_GoA2019_zocc189,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn37,Bongo,2,250,52.666666666666664,-144.5,"NA","NA",2019-03-05T00:00:00Z,1899-12-31T22:15:00Z,4000,SS92,"NA",Isotope,Copepod,Neocalanus cristatus,3,2.0,6.0,total,2.0,whole,"NA",Freeze: -20,NA,from 2000micron size fraction,GoA2019_Stn37:bongo:Net2,GoA2019_Stn37:bongo:Net2:SS92,IYS_GoA2019_zocc190,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn37,Bongo,2,250,52.666666666666664,-144.5,"NA","NA",2019-03-05T00:00:00Z,1899-12-31T22:15:00Z,4000,SS93,"NA",Isotope,Copepod,Neocalanus cristatus,3,2.0,6.0,total,3.3,whole,"NA",Freeze: -20,NA,from 2000micron size fraction,GoA2019_Stn37:bongo:Net2,GoA2019_Stn37:bongo:Net2:SS93,IYS_GoA2019_zocc191,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn38,Bongo,2,250,53.666666666666664,-144.5,"NA","NA",2019-03-06T00:00:00Z,1899-12-31T06:05:00Z,2800,22024.0,"NA",lipid,Copepod,Neocalanus cristatus,4,2.0,6.0,total,TBD,whole,"NA",Freeze: -20,NA,Charlie samples,GoA2019_Stn38:bongo:Net2,GoA2019_Stn38:bongo:Net2:22024.0,IYS_GoA2019_zocc192,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn38,Bongo,2,250,53.666666666666664,-144.5,"NA","NA",2019-03-06T00:00:00Z,1899-12-31T06:05:00Z,2800,SS96,"NA",FA/ISO,Copepod,Neocalanus cristatus,3,2.0,6.0,total,3.4,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn38:bongo:Net2,GoA2019_Stn38:bongo:Net2:SS96,IYS_GoA2019_zocc193,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn38,Bongo,2,250,53.666666666666664,-144.5,"NA","NA",2019-03-06T00:00:00Z,1899-12-31T06:05:00Z,2800,SS97,"NA",FA/ISO,Copepod,Neocalanus cristatus,3,2.0,6.0,total,4.5,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn38:bongo:Net2,GoA2019_Stn38:bongo:Net2:SS97,IYS_GoA2019_zocc194,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn38,Bongo,2,250,53.666666666666664,-144.5,"NA","NA",2019-03-06T00:00:00Z,1899-12-31T06:05:00Z,2800,SS98,"NA",FA/ISO,Copepod,Neocalanus cristatus,3,2.0,6.0,total,4.4,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn38:bongo:Net2,GoA2019_Stn38:bongo:Net2:SS98,IYS_GoA2019_zocc195,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn39,Bongo,1,250,54.666666666666664,-144.5,"NA","NA",2019-03-06T00:00:00Z,1899-12-31T14:10:00Z,4000,SS99,"NA",Isotope,Copepod,Neocalanus cristatus,3,"NA",6.0,total,TBD,whole,"NA",Freeze: -20,NA,from net 1 (Formalin),GoA2019_Stn39:bongo:Net1,GoA2019_Stn39:bongo:Net1:SS99,IYS_GoA2019_zocc196,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn39,Bongo,1,250,54.666666666666664,-144.5,"NA","NA",2019-03-06T00:00:00Z,1899-12-31T14:10:00Z,4000,SS100,"NA",Isotope,Copepod,Neocalanus cristatus,3,"NA",6.0,total,TBD,whole,"NA",Freeze: -20,NA,from net 1 (Formalin),GoA2019_Stn39:bongo:Net1,GoA2019_Stn39:bongo:Net1:SS100,IYS_GoA2019_zocc197,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn39,Bongo,1,250,54.666666666666664,-144.5,"NA","NA",2019-03-06T00:00:00Z,1899-12-31T14:10:00Z,4000,SS101,"NA",Isotope,Copepod,Neocalanus cristatus,3,"NA",6.0,total,TBD,whole,"NA",Freeze: -20,NA,from net 1 (Formalin),GoA2019_Stn39:bongo:Net1,GoA2019_Stn39:bongo:Net1:SS101,IYS_GoA2019_zocc198,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn40,Bongo,1,250,54.666666666666664,-143,"NA","NA",2019-03-06T00:00:00Z,1899-12-31T21:10:00Z,3900,SS102,"NA",Isotope,Copepod,Neocalanus cristatus,3,"NA",6.0,Size fraction,TBD,whole,CV,Freeze: -20,NA,from net 1 formalin sample,GoA2019_Stn40:bongo:Net1,GoA2019_Stn40:bongo:Net1:SS102,IYS_GoA2019_zocc199,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn40,Bongo,1,250,54.666666666666664,-143,"NA","NA",2019-03-06T00:00:00Z,1899-12-31T21:10:00Z,3900,SS103,"NA",Isotope,Copepod,Neocalanus cristatus,3,"NA",6.0,Size fraction,TBD,whole,CV,Freeze: -20,NA,from net 1 formalin sample,GoA2019_Stn40:bongo:Net1,GoA2019_Stn40:bongo:Net1:SS103,IYS_GoA2019_zocc200,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn40,Bongo,1,250,54.666666666666664,-143,"NA","NA",2019-03-06T00:00:00Z,1899-12-31T21:10:00Z,3900,SS104,"NA",Isotope,Copepod,Neocalanus cristatus,3,"NA",6.0,Size fraction,TBD,whole,CV,Freeze: -20,NA,from net 1 formalin sample,GoA2019_Stn40:bongo:Net1,GoA2019_Stn40:bongo:Net1:SS104,IYS_GoA2019_zocc201,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn41,Bongo,1,250,53.666666666666664,-143,"NA","NA",2019-03-07T00:00:00Z,1899-12-31T05:15:00Z,3900,SS106,"NA",Isotope,Euphausiid,Euphausia pacifica,1,4.0,17.0,Size fraction,TBD,whole,adult,Freeze: -20,NA,NA,GoA2019_Stn41:bongo:Net1,GoA2019_Stn41:bongo:Net1:SS106,IYS_GoA2019_zocc202,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn41,Bongo,1,250,53.666666666666664,-143,"NA","NA",2019-03-07T00:00:00Z,1899-12-31T05:15:00Z,3900,SS107,"NA",Isotope,Zooplankton,Radiolarians,3,4.0,>4mm,Size fraction,TBD,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn41:bongo:Net1,GoA2019_Stn41:bongo:Net1:SS107,IYS_GoA2019_zocc203,present,individuals,urn:lsid:marinespecies.org:taxname:582421
GoA2019,GoA2019_Stn41,Bongo,2,250,53.666666666666664,-143,"NA","NA",2019-03-07T00:00:00Z,1899-12-31T05:15:00Z,3900,SS108,"NA",Isotope,Copepod,Neocalanus cristatus,3,"NA",6.0,Size fraction,TBD,whole,CV,Freeze: -20,NA,from net 1 formalin sample,GoA2019_Stn41:bongo:Net2,GoA2019_Stn41:bongo:Net2:SS108,IYS_GoA2019_zocc204,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn41,Bongo,2,250,53.666666666666664,-143,"NA","NA",2019-03-07T00:00:00Z,1899-12-31T05:15:00Z,3900,SS109,"NA",Isotope,Copepod,Neocalanus cristatus,3,"NA",6.0,Size fraction,TBD,whole,CV,Freeze: -20,NA,from net 1 formalin sample,GoA2019_Stn41:bongo:Net2,GoA2019_Stn41:bongo:Net2:SS109,IYS_GoA2019_zocc205,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn41,Bongo,2,250,53.666666666666664,-143,"NA","NA",2019-03-07T00:00:00Z,1899-12-31T05:15:00Z,3900,SS110,"NA",Isotope,Copepod,Neocalanus cristatus,3,"NA",6.0,Size fraction,TBD,whole,CV,Freeze: -20,NA,from net 1 formalin sample,GoA2019_Stn41:bongo:Net2,GoA2019_Stn41:bongo:Net2:SS110,IYS_GoA2019_zocc206,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn42,Bongo,1,250,52.666666666666664,-143,"NA","NA",2019-03-07T00:00:00Z,1899-12-31T13:10:00Z,3850,SS111,"NA",Isotope,Copepod,Neocalanus cristatus,3,"NA",6.0,total,TBD,whole,CV,Freeze: -20,NA,NA,GoA2019_Stn42:bongo:Net1,GoA2019_Stn42:bongo:Net1:SS111,IYS_GoA2019_zocc207,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn42,Bongo,1,250,52.666666666666664,-143,"NA","NA",2019-03-07T00:00:00Z,1899-12-31T13:10:00Z,3850,SS112,"NA",Isotope,Copepod,Neocalanus cristatus,3,"NA",6.0,total,TBD,whole,CV,Freeze: -20,NA,NA,GoA2019_Stn42:bongo:Net1,GoA2019_Stn42:bongo:Net1:SS112,IYS_GoA2019_zocc208,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn43,Bongo,1,250,51.666666666666664,-143.0025,"NA","NA",2019-03-07T00:00:00Z,1899-12-31T21:23:00Z,3900,SS114,"NA",FA/ISO,Copepod,Neocalanus cristatus,3,"NA",6.0,total,4.7,whole,CV,Freeze: -20,NA,NA,GoA2019_Stn43:bongo:Net1,GoA2019_Stn43:bongo:Net1:SS114,IYS_GoA2019_zocc209,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn43,Bongo,1,250,51.666666666666664,-143.0025,"NA","NA",2019-03-07T00:00:00Z,1899-12-31T21:23:00Z,3900,SS115,"NA",FA/ISO,Copepod,Neocalanus cristatus,3,"NA",6.0,total,5.9,whole,CV,Freeze: -20,NA,NA,GoA2019_Stn43:bongo:Net1,GoA2019_Stn43:bongo:Net1:SS115,IYS_GoA2019_zocc210,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn43,Bongo,1,250,51.666666666666664,-143.0025,"NA","NA",2019-03-07T00:00:00Z,1899-12-31T21:23:00Z,3900,SS116,"NA",FA/ISO,Copepod,Neocalanus cristatus,3,"NA",6.0,total,7.0,whole,CV,Freeze: -20,NA,NA,GoA2019_Stn43:bongo:Net1,GoA2019_Stn43:bongo:Net1:SS116,IYS_GoA2019_zocc211,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn43,Bongo,2,250,51.666666666666664,-143.0025,"NA","NA",2019-03-07T00:00:00Z,1899-12-31T21:23:00Z,3900,SS117,"NA",FA/ISO,Decapod,Sergestes similis,1,4.0,35.0,total,42.2,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn43:bongo:Net2,GoA2019_Stn43:bongo:Net2:SS117,IYS_GoA2019_zocc212,present,individuals,urn:lsid:marinespecies.org:taxname:514127
GoA2019,GoA2019_Stn43,Bongo,2,250,51.666666666666664,-143.0025,"NA","NA",2019-03-07T00:00:00Z,1899-12-31T21:23:00Z,3900,SS118,"NA",FA/ISO,Decapod,Sergestes similis,1,4.0,46.0,total,101.1,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn43:bongo:Net2,GoA2019_Stn43:bongo:Net2:SS118,IYS_GoA2019_zocc213,present,individuals,urn:lsid:marinespecies.org:taxname:514127
GoA2019,GoA2019_Stn43,Bongo,2,250,51.666666666666664,-143.0025,"NA","NA",2019-03-07T00:00:00Z,1899-12-31T21:23:00Z,3900,SS119_1,"NA",FA/ISO,Euphausiid,Thysanoessa (longipes),1,4.0,11,total,NA,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn43:bongo:Net2,GoA2019_Stn43:bongo:Net2:SS119,IYS_GoA2019_zocc214,present,individuals,urn:lsid:marinespecies.org:taxname:237873
GoA2019,GoA2019_Stn43,Bongo,2,250,51.666666666666664,-143.0025,"NA","NA",2019-03-07T00:00:00Z,1899-12-31T21:23:00Z,3900,SS119_2,"NA",FA/ISO,Euphausiid,Thysanoessa (longipes),1,4.0,12,total,NA,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn43:bongo:Net2,GoA2019_Stn43:bongo:Net2:SS119,IYS_GoA2019_zocc215,present,individuals,urn:lsid:marinespecies.org:taxname:237873
GoA2019,GoA2019_Stn43,Bongo,2,250,51.666666666666664,-143.0025,"NA","NA",2019-03-07T00:00:00Z,1899-12-31T21:23:00Z,3900,SS119_3,"NA",FA/ISO,Euphausiid,Thysanoessa (longipes),1,4.0,14,total,NA,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn43:bongo:Net2,GoA2019_Stn43:bongo:Net2:SS119,IYS_GoA2019_zocc216,present,individuals,urn:lsid:marinespecies.org:taxname:237873
GoA2019,GoA2019_Stn43,Bongo,2,250,51.666666666666664,-143.0025,"NA","NA",2019-03-07T00:00:00Z,1899-12-31T21:23:00Z,3900,SS119_4,"NA",FA/ISO,Euphausiid,Thysanoessa (longipes),1,4.0,15,total,NA,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn43:bongo:Net2,GoA2019_Stn43:bongo:Net2:SS119,IYS_GoA2019_zocc217,present,individuals,urn:lsid:marinespecies.org:taxname:237873
GoA2019,GoA2019_Stn43,Bongo,2,250,51.666666666666664,-143.0025,"NA","NA",2019-03-07T00:00:00Z,1899-12-31T21:23:00Z,3900,SS120,"NA",FA/ISO,Euphausiid,Euphausia pacifica,1,4.0,16.0,total,6.7,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn43:bongo:Net2,GoA2019_Stn43:bongo:Net2:SS120,IYS_GoA2019_zocc218,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn43,Bongo,2,250,51.666666666666664,-143.0025,"NA","NA",2019-03-07T00:00:00Z,1899-12-31T21:23:00Z,3900,SS121,"NA",FA/ISO,Fish,Myctophid larva,1,4.0,19.0,total,3.66,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn43:bongo:Net2,GoA2019_Stn43:bongo:Net2:SS121,IYS_GoA2019_zocc219,present,individuals,urn:lsid:marinespecies.org:taxname:125498
GoA2019,GoA2019_Stn44,Bongo,1,250,50.6665,-142.9995,"NA","NA",2019-03-08T00:00:00Z,1899-12-31T05:58:00Z,4000,22025.0,"NA",lipid,Copepod,Neocalanus cristatus,3,"NA",6.0,total,TBD,whole,CV,Freeze: -20,NA,"Charlie samples, from formalin net, vial 26",GoA2019_Stn44:bongo:Net1,GoA2019_Stn44:bongo:Net1:22025.0,IYS_GoA2019_zocc220,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn44,Bongo,2,250,50.6665,-142.9995,"NA","NA",2019-03-08T00:00:00Z,1899-12-31T05:58:00Z,4000,SS123,"NA",Isotope,Euphausiid,Euphausia pacifica,1,4.0,17.0,total,TBD,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn44:bongo:Net2,GoA2019_Stn44:bongo:Net2:SS123,IYS_GoA2019_zocc221,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn44,Bongo,2,250,50.6665,-142.9995,"NA","NA",2019-03-08T00:00:00Z,1899-12-31T05:58:00Z,4000,SS124,"NA",Isotope,Chaetognath,Chaetognath (Sagitta),2,4.0,45.0,total,TBD,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn44:bongo:Net2,GoA2019_Stn44:bongo:Net2:SS124,IYS_GoA2019_zocc222,present,individuals,urn:lsid:marinespecies.org:taxname:5949
GoA2019,GoA2019_Stn44,Bongo,2,250,50.6665,-142.9995,"NA","NA",2019-03-08T00:00:00Z,1899-12-31T05:58:00Z,4000,SS125,"NA",Isotope,Zooplankton,Radiolarians,2,4.0,>4mm,total,TBD,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn44:bongo:Net2,GoA2019_Stn44:bongo:Net2:SS125,IYS_GoA2019_zocc223,present,individuals,urn:lsid:marinespecies.org:taxname:582421
GoA2019,GoA2019_Stn44,Bongo,2,250,50.6665,-142.9995,"NA","NA",2019-03-08T00:00:00Z,1899-12-31T05:58:00Z,4000,SS126_1,"NA",Isotope,Euphausiid,Euphausia pacifica,1,4.0,15,total,TBD,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn44:bongo:Net2,GoA2019_Stn44:bongo:Net2:SS126,IYS_GoA2019_zocc224,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn44,Bongo,2,250,50.6665,-142.9995,"NA","NA",2019-03-08T00:00:00Z,1899-12-31T05:58:00Z,4000,SS126_2,"NA",Isotope,Euphausiid,Euphausia pacifica,1,4.0,12,total,TBD,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn44:bongo:Net2,GoA2019_Stn44:bongo:Net2:SS126,IYS_GoA2019_zocc225,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn44,Bongo,2,250,50.6665,-142.9995,"NA","NA",2019-03-08T00:00:00Z,1899-12-31T05:58:00Z,4000,SS127,"NA",Isotope,Copepod,Neocalanus cristatus,3,2.0,6.0,total,TBD,whole,CV,Freeze: -20,NA,NA,GoA2019_Stn44:bongo:Net2,GoA2019_Stn44:bongo:Net2:SS127,IYS_GoA2019_zocc226,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn44,Bongo,2,250,50.6665,-142.9995,"NA","NA",2019-03-08T00:00:00Z,1899-12-31T05:58:00Z,4000,SS128,"NA",Isotope,Copepod,Neocalanus cristatus,3,2.0,6.0,total,TBD,whole,CV,Freeze: -20,NA,NA,GoA2019_Stn44:bongo:Net2,GoA2019_Stn44:bongo:Net2:SS128,IYS_GoA2019_zocc227,present,individuals,urn:lsid:marinespecies.org:taxname:104470
